id_original,id_simple,Sample Date,Sample Year,Processing Date,Lake,Gear,Site,Time,Processing Crew,Species,Total length (mm),Weight (g),sex,mature,gonad wt (only M BG),Isotope ID,age,diet weight (g),diet contents (%),,Zooplankton,unknown benthic invert,vegetation,unknown terr invert,unknown fish,Mayfly nymph,Mayfly adult,Amphipod,Chironomid larvae,Oligochaete,Chironomid pupa,Chironomid adult,Diptera larvae,Diptera adult,YP,Megaloptera larvae,beetle,Crayfish,collembola,leech,Odonata nymph,Odonata adult,snail,CMM,BG,frog (tadpole_,frog (adult),BLN,caddisfly,LMB,LMB YOY,BC,bivalve,veligers,JD,ID,GS,Lepomis spp,YOY (unknown),fish eggs,unknown,Notes
AA077,AA077,7/7/20,2020,8/13/20,SB,NA,NA,,UW,snail,NA,NA,NA,NA,NA,AA077,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA078,AA078,7/7/20,2020,8/13/20,SB,NA,NA,,UW,snail,NA,NA,NA,NA,NA,AA078,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA079,AA079,6/23/20,2020,8/13/20,MCD,NA,NA,,UW,odonata,NA,NA,NA,NA,NA,AA079,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA080,AA080,6/23/20,2020,8/13/20,MCD,NA,NA,,UW,CMM,91,7.8,NA,NA,NA,AA080,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA081,AA081,7/7/20,2020,8/13/20,MCD,EF,NA,,UW,WAE,281,183.8,NA,NA,NA,AA081,,0.9,benthic invert,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benthic invert
AA082,AA082,8/7/20,2020,8/13/20,MCD,NA,NA,,UW,GRS,63,3.9,NA,NA,NA,AA082,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA083,AA083,7/8/20,2020,8/13/20,MCD,NA,NA,,UW,GRS,86,12.3,F,NA,NA,AA083,,0.2,benthic invert,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benthic invert
AA084,AA084,6/17/20,2020,8/13/20,MCD,NA,NA,,UW,leech,NA,NA,NA,NA,NA,AA084,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA085,AA085,6/17/20,2020,8/13/20,MCD,NA,NA,,UW,BLB,210,131.2,F,NA,NA,AA085,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA086,AA086,NA,2020,8/13/20,MCD,NA,NA,,UW,GS,183,48.7,F,NA,NA,AA086,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA087,AA087,NA,2020,8/13/20,MCD,NA,NA,,UW,mussel,76,15.1,NA,NA,NA,AA087,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA088,AA088,NA,2020,8/13/20,MCD,NA,NA,,UW,LMB,NA,0.4,NA,NA,NA,AA088,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA089,AA089,NA,2020,8/13/20,MCD,NA,NA,,UW,LMB,NA,0.3,NA,NA,NA,AA089,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA090,AA090,NA,2020,8/13/20,MCD,NA,NA,,UW,LMB,NA,0.3,NA,NA,NA,AA090,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA091,AA091,NA,2020,8/13/20,MCD,NA,NA,,UW,MUS,52,0.5,NA,NA,NA,AA091,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA092,AA092,NA,2020,8/13/20,MCD,NA,NA,,UW,odonata,NA,0.6,NA,NA,NA,AA092,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA093,AA093,NA,2020,8/13/20,MCD,NA,NA,,UW,ID,65,2,NA,NA,NA,AA093,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA094,AA094,NA,2020,8/13/20,MCD,NA,NA,,UW,ID,55,1.2,NA,NA,NA,AA094,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA095,AA095,NA,2020,8/13/20,MCD,NA,NA,,UW,ID,60,1.6,NA,NA,NA,AA095,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA096,AA096,NA,2020,8/13/20,MCD,NA,NA,,UW,BLN,63,1.8,NA,NA,NA,AA096,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA097,AA097,6/16/20,2020,8/13/20,MCD,NA,NA,,UW,BLB,206,124.7,M,NA,NA,AA097,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA098,AA098,6/16/20,2020,8/13/20,MCD,NA,NA,,UW,BLB,190,112.3,F,NA,NA,AA098,,1.8,fish,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fish
AA099,AA099,6/15/20,2020,8/13/20,MCD,NA,NA,,UW,BLN,68,2,NA,NA,NA,AA099,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA100,AA100,6/15/20,2020,8/13/20,MCD,NA,NA,,UW,BLN,67,1.6,NA,NA,NA,AA100,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA101,AA101,6/15/20,2020,8/13/20,MCD,NA,NA,,UW,snail,NA,1.6,NA,NA,NA,AA101,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA102,AA102,6/15/20,2020,8/13/20,MCD,NA,NA,,UW,snail,NA,2,NA,NA,NA,AA102,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA103,AA103,6/4/20,2020,8/13/20,MCD,NA,NA,,UW,GS,90,7.6,NA,NA,NA,AA103,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA104,AA104,6/4/20,2020,8/13/20,MCD,NA,NA,,UW,GS,65,2.4,NA,NA,NA,AA104,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA105,AA105,6/4/20,2020,8/13/20,MCD,NA,NA,,UW,GS,67,2.3,NA,NA,NA,AA105,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
AA106,AA106,6/15/20,2020,8/13/20,MCD,NA,NA,,UW,mussel,18,0.9,NA,NA,NA,AA106,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
TL277,TL277,7/28/20,2020,NA,MCD,EF,NA,,UW,WAE,265,NA,NA,NA,NA,TL277,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
TL278,TL278,7/28/20,2020,NA,MCD,EF,NA,,UW,WAE,428,NA,NA,NA,NA,TL278,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
MCD001_2020,MCD001,5/2/20,2020,,MCD,FYKE,5,,UWSP,ROC,150,69,F,Y,,MCD001_2020,,1,100% dragonfly nymph,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,100% dragonfly nymph
MCD002_2020,MCD002,5/2/20,2020,,MCD,FYKE,5,,UWSP,ROC,115,30,U,U,,MCD002_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD003_2020,MCD003,5/2/20,2020,,MCD,FYKE,5,,UWSP,ROC,97,18,U,U,,MCD003_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD004_2020,MCD004,5/2/20,2020,,MCD,FYKE,5,,UWSP,ROC,113,30,F,Y,,MCD004_2020,,1,100% dragonfly nymph,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,100% dragonfly nymph
MCD005_2020,MCD005,5/2/20,2020,,MCD,FYKE,5,,UWSP,ROC,98,19,F,Y,,MCD005_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD006_2020,MCD006,5/2/20,2020,,MCD,FYKE,5,,UWSP,ROC,113,30,U,U,,MCD006_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD007_2020,MCD007,5/2/20,2020,,MCD,FYKE,5,,UWSP,ROC,93,15,F,N,,MCD007_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD008_2020,MCD008,5/6/20,2020,,MCD,FYKE,4,,UWSP,ROC,100,13,U,U,,MCD008_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD009_2020,MCD009,5/6/20,2020,,MCD,FYKE,4,,UWSP,BLC,116,20,F,N,,MCD009_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD010_2020,MCD010,5/6/20,2020,,MCD,FYKE,4,,UWSP,BLC,135,33,M,U,,MCD010_2020,,0.1,100% benthic invert,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD011_2020,MCD011,5/3/20,2020,,MCD,FYKE,4,,UWSP,ROC,111,30,U,U,,MCD011_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD012_2020,MCD012,5/3/20,2020,,MCD,FYKE,4,,UWSP,ROC,103,23,F,U,,MCD012_2020,,1,100% dragonfly nymph,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,100% dragonfly nymph
MCD013_2020,MCD013,5/3/20,2020,,MCD,FYKE,4,,UWSP,ROC,95,16,F,U,,MCD013_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD014_2020,MCD014,5/3/20,2020,,MCD,FYKE,4,,UWSP,ROC,115,32,F,N,,MCD014_2020,,2,100% benthic invert,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD015_2020,MCD015,5/3/20,2020,,MCD,FYKE,4,,UWSP,ROC,148,72,M,Y,,MCD015_2020,,2,100% benthic invert,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD016_2020,MCD016,5/3/20,2020,,MCD,FYKE,4,,UWSP,BLC,121,24,M,N,,MCD016_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD017_2020,MCD017,5/3/20,2020,,MCD,FYKE,4,,UWSP,BLC,121,23,F,N,,MCD017_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,empty
MCD018_2020,MCD018,5/3/20,2020,,MCD,FYKE,4,,UWSP,BLC,162,57,M,Y,,MCD018_2020,,0.1,100% benthic invert,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD019_2020,MCD019,4/24/20,2020,,MCD,FYKE,3,,UWSP,BLC,199,111,F,Y,,MCD019_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD020_2020,MCD020,4/24/20,2020,,MCD,FYKE,3,,UWSP,BLC,189,85,F,Y,,MCD020_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD021_2020,MCD021,4/24/20,2020,,MCD,FYKE,3,,UWSP,BLC,202,121,F,Y,,MCD021_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD022_2020,MCD022,4/24/20,2020,,MCD,FYKE,3,,UWSP,BLC,164,54,M,U,,MCD022_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD023_2020,MCD023,4/24/20,2020,,MCD,FYKE,3,,UWSP,YEP,221,156,F,Y,,MCD023_2020,,7,"75% fish, 25% benthic invert",,,1.75,,,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75% fish, 25% benthic invert"
MCD024_2020,MCD024,4/24/20,2020,,MCD,FYKE,3,,UWSP,BLG,176,107,M,U,,MCD024_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD025_2020,MCD025,4/24/20,2020,,MCD,FYKE,3,,UWSP,BLG,180,112,F,U,,MCD025_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD026_2020,MCD026,4/24/20,2020,,MCD,FYKE,3,,UWSP,BLG,150,59,M,U,,MCD026_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD027_2020,MCD027,4/24/20,2020,,MCD,FYKE,3,,UWSP,BLG,155,75,M,U,,MCD027_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD028_2020,MCD028,4/24/20,2020,,MCD,FYKE,3,,UWSP,BLG,160,66,M,U,,MCD028_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD029_2020,MCD029,4/25/20,2020,,MCD,FYKE,5,,UWSP,BLC,179,81,F,Y,,MCD029_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD030_2020,MCD030,4/25/20,2020,,MCD,FYKE,5,,UWSP,BLG,111,25,M,U,,MCD030_2020,,0.1,100% benthic invert,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD031_2020,MCD031,4/25/20,2020,,MCD,FYKE,5,,UWSP,BLC,188,84,F,Y,,MCD031_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD032_2020,MCD032,4/25/20,2020,,MCD,FYKE,5,,UWSP,PUS,133,56,M,Y,,MCD032_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD033_2020,MCD033,4/25/20,2020,,MCD,FYKE,5,,UWSP,PUS,124,37,M,U,,MCD033_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD034_2020,MCD034,4/25/20,2020,,MCD,FYKE,5,,UWSP,BLG,111,23,M,U,,MCD034_2020,,0.1,100% benthic invert,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD035_2020,MCD035,4/25/20,2020,,MCD,FYKE,5,,UWSP,BLC,196,97,F,Y,,MCD035_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD036_2020,MCD036,4/25/20,2020,,MCD,FYKE,5,,UWSP,BLC,189,84,M,U,,MCD036_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD037_2020,MCD037,4/30/20,2020,,MCD,FYKE,4,,UWSP,BLC,146,43,F,Y,,MCD037_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD038_2020,MCD038,4/30/20,2020,,MCD,FYKE,4,,UWSP,BLC,125,25,F,U,,MCD038_2020,,0.1,100% benthic invert,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD039_2020,MCD039,4/30/20,2020,,MCD,FYKE,4,,UWSP,BLC,118,20,M,U,,MCD039_2020,,0.1,100% benthic invert,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD040_2020,MCD040,5/20/20,2020,,MCD,FYKE,3,,UWSP,PUS,136,52,F,U,,MCD040_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD041_2020,MCD041,5/20/20,2020,,MCD,FYKE,3,,UWSP,BLC,239,203,M,Y,,MCD041_2020,,1,100% invertebrate,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% invertebrate
MCD042_2020,MCD042,5/20/20,2020,,MCD,FYKE,3,,UWSP,PUS,142,57,U,U,,MCD042_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD043_2020,MCD043,5/20/20,2020,,MCD,FYKE,3,,UWSP,ROC,114,30,U,U,,MCD043_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD044_2020,MCD044,5/20/20,2020,,MCD,FYKE,3,,UWSP,PUS,93,15,U,U,,MCD044_2020,,0.1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,Unknown
MCD045_2020,MCD045,5/20/20,2020,,MCD,FYKE,3,,UWSP,BLC,235,191,M,Y,,MCD045_2020,,0.1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,Unknown
MCD046_2020,MCD046,5/20/20,2020,,MCD,FYKE,4,,UWSP,ROC,136,55,U,U,,MCD046_2020,,0.1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,Unknown
MCD047_2020,MCD047,5/20/20,2020,,MCD,FYKE,4,,UWSP,ROC,113,32,U,U,,MCD047_2020,,1,100% macroinvert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% macroinvert
MCD048_2020,MCD048,5/20/20,2020,,MCD,FYKE,4,,UWSP,ROC,105,25,U,U,,MCD048_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD049_2020,MCD049,5/20/20,2020,,MCD,FYKE,4,,UWSP,PUS,97,17,U,U,,MCD049_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD050_2020,MCD050,5/20/20,2020,,MCD,FYKE,4,,UWSP,BLC,231,189,M,Y,,MCD050_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD051_2020,MCD051,5/20/20,2020,,MCD,FYKE,4,,UWSP,BLC,230,197,F,Y,,MCD051_2020,,1,"50% macroinvert, 50% Unknown",,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,"50% macroinvert, 50% Unknown"
MCD052_2020,MCD052,5/20/20,2020,,MCD,FYKE,5,,UWSP,BLC,253,236,F,Y,,MCD052_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD053_2020,MCD053,5/22/20,2020,,MCD,FYKE,5,,UWSP,WAE,165,41,M,U,,MCD053_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD054_2020,MCD054,5/22/20,2020,,MCD,FYKE,5,,UWSP,ROC,137,60,F,Y,,MCD054_2020,,1,100% benthic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% benthic invert
MCD055_2020,MCD055,5/22/20,2020,,MCD,FYKE,1,,UWSP,LMB,150,36,U,U,,MCD055_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD056_2020,MCD056,5/22/20,2020,,MCD,FYKE,1,,UWSP,ROC,145,84,F,Y,,MCD056_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD057_2020,MCD057,5/22/20,2020,,MCD,FYKE,1,,UWSP,BLC,171,68,F,Y,,MCD057_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD058_2020,MCD058,5/22/20,2020,,MCD,FYKE,1,,UWSP,BLC,173,70,M,Y,,MCD058_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD059_2020,MCD059,5/22/20,2020,,MCD,FYKE,1,,UWSP,BLC,262,251,M,Y,,MCD059_2020,,1,"50% macroinvert, 50% Unknown",,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,"50% macroinvert, 50% Unknown"
MCD060_2020,MCD060,4/24/20,2020,,MCD,FYKE,4,,UWSP,BLG,96,15,U,U,,MCD060_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD061_2020,MCD061,4/24/20,2020,,MCD,FYKE,4,,UWSP,BLG,100,15,U,U,,MCD061_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD062_2020,MCD062,4/24/20,2020,,MCD,FYKE,4,,UWSP,BLG,100,13,U,U,,MCD062_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD063_2020,MCD063,4/24/20,2020,,MCD,FYKE,4,,UWSP,BLG,108,18,U,U,,MCD063_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD064_2020,MCD064,4/24/20,2020,,MCD,FYKE,4,,UWSP,YEP,205,96,U,U,,MCD064_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD065_2020,MCD065,4/24/20,2020,,MCD,FYKE,4,,UWSP,YEP,195,91,F,Y,,MCD065_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD066_2020,MCD066,4/24/20,2020,,MCD,FYKE,4,,UWSP,YEP,245,216,F,Y,,MCD066_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD067_2020,MCD067,4/24/20,2020,,MCD,FYKE,4,,UWSP,BLC,255,228,M,Y,,MCD067_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD068_2020,MCD068,4/23/20,2020,,MCD,FYKE,3,,UWSP,PUS,130,45,F,N,,MCD068_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD069_2020,MCD069,4/23/20,2020,,MCD,FYKE,3,,UWSP,BLC,109,15,U,U,,MCD069_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD070_2020,MCD070,4/23/20,2020,,MCD,FYKE,3,,UWSP,ROC,126,36,U,U,,MCD070_2020,,0.1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,Unknown
MCD071_2020,MCD071,4/23/20,2020,,MCD,FYKE,3,,UWSP,BLG,104,18,F,U,,MCD071_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD072_2020,MCD072,4/23/20,2020,,MCD,FYKE,3,,UWSP,BLG,96,12,U,U,,MCD072_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD073_2020,MCD073,4/23/20,2020,,MCD,FYKE,3,,UWSP,BLG,135,36,U,U,,MCD073_2020,,1,100% aquatic invert,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100% aquatic invert
MCD074_2020,MCD074,4/23/20,2020,,MCD,FYKE,3,,UWSP,BLG,135,36,U,U,,MCD074_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD075_2020,MCD075,4/23/20,2020,,MCD,FYKE,3,,UWSP,BLG,140,40,U,U,,MCD075_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD076_2020,MCD076,4/23/20,2020,,MCD,FYKE,3,,UWSP,BLG,150,57,F,Y,,MCD076_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD077_2020,MCD077,4/23/20,2020,,MCD,FYKE,3,,UWSP,PUS,127,33,U,U,,MCD077_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD078_2020,MCD078,4/23/20,2020,,MCD,FYKE,3,,UWSP,BLG,140,40,F,U,,MCD078_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD079_2020,MCD079,4/23/20,2020,,MCD,FYKE,3,,UWSP,BLG,135,37,U,U,,MCD079_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD080_2020,MCD080,4/23/20,2020,,MCD,FYKE,3,,UWSP,BLG,141,42,F,U,,MCD080_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD081_2020,MCD081,4/22/20,2020,,MCD,FYKE,1,,UWSP,BLC,123,23,U,U,,MCD081_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCD082_2020,MCD082,4/22/20,2020,,MCD,FYKE,1,,UWSP,BLC,145,41,F,Y,,MCD082_2020,,1,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Unknown
MCD083_2020,MCD083,4/22/20,2020,,MCD,FYKE,1,,UWSP,BLC,186,83,M,Y,,MCD083_2020,,1,"50% aquatic invert, 50% unknown",,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,"50% aquatic invert, 50% unknown"
MCD084_2020,MCD084,4/22/20,2020,,MCD,FYKE,1,,UWSP,BLG,100,15,U,U,,MCD084_2020,,0,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
