duplicate,replicate,id_original_iso,id_simple_iso,delta13_C,total_C_ug,C.Comment,delta15_N,total_N_ug,N.Comment,tray_name,lake,year,well_id,material_type,sample_weight,id_year,id_original_fish,id_simple_fish,Lake,Processing.Crew,Species,tl.mm,wt.g,sex,mature,Isotope.ID,diet.wt.g,diet.contents.note,Zooplankton,unknown.benthic.invert,vegetation,unknown.terr.invert,unknown.fish,Mayfly.nymph,Mayfly.adult,Amphipod,Chironomid.larvae,Oligochaete,Chironomid.pupa,Chironomid.adult,Diptera.larvae,Diptera.adult,YP,Megaloptera.larvae,beetle,Crayfish,collembola,leech,Odonata.nymph,Odonata.adult,snail,CMM,BG,frog..tadpole_,frog..adult.,BLN,caddisfly,LMB,LMB.YOY,BC,bivalve,veligers,JD,ID,GS,Lepomis.spp,YOY..unknown.,fish.eggs
FALSE,n,MCD551-2019,MCD551,-28.11,566,,9.27,174.97,,MCD2019-1,MCD,2019,D12,fish,1.3,MCD551_2019,MCD551_2019,MCD551,MCD,UWSP,WAE,650,2617,F,Y,MCD551_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB010-2019,SB010,-31.74,566.63,,7.06,175.09,,SB2019,SB,2019,A2,fish,1.4,SB010_2019,SB010_2019,SB010,SB,AA ,BC,89,8.6,NA,NA,SB010_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,TL194A,TL194A,-29.10,598.69,,8.06,189.27,,MCD2017,MCD,2017,G6,fish,1.2,TL194A_2017,TL194A,TL194A,MCD,"MC, KE",RB,125,38,NA,NA,TL194,0.5,100 b inv,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB024-2020,SB024,-32.95,571.99,,7.8,175.34,,SB2020,SB,2020,C8,fish,1.3,SB024_2020,SB024_2020,SB024,SB,UWSP,BG,135,42,M,N,SB024_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD680-2018,MCD680,-26.99,580.27,,7.23,175.73,,MCD2018,MCD,2018,A12,fish,1.4,MCD680_2018,MCD680_2018,MCD680,MCD,UWSP,PS,122,34,F,N,MCD680_2018,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB002-2019,SB002,-32.11,574.64,,6.63,175.8,,SB2019,SB,2019,A12,fish,1.3,SB002_2019,SB002_2019,SB002,SB,AA ,LMB,57,2.2,NA,NA,SB002_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB312-2019,SB312,-34,574.08,,6.45,175.81,,SB2019,SB,2019,B4,fish,1.2,SB312_2019,SB312_2019,SB312,SB,UWSP,PS,80,11,F,N,SB312_2019,NA,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,TL194B,TL194B,-26.94,554.34,,7.46,175.25,,MCD2017,MCD,2017,G6,fish,1.2,TL194B_2017,TL194B,TL194B,MCD,"MC, KE",RB,125,38,NA,NA,TL194,0.5,100 b inv,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,HE124,HE124,-26.91,576.23,,5.29,175.98,,MCD2017,MCD,2017,E6,fish,1.1,HE124_2017,HE124,HE124,MCD,"HE, KMP, MC",BLN,65,2.3,NA,NA,HE124,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,TL199,TL199,-26.38,561.89,,6.94,176.09,,MCD2017,MCD,2017,G7,fish,1.2,TL199_2017,TL199,TL199,MCD,"MC, KE",RB,85,11.5,NA,NA,TL199,0.01,100 b inv,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,AA043,AA043,-25.91,576.59,,13.21,176.26,,MCD2020,MCD,2020,G2,fish,1.4,AA043_2020,AA043,AA043,MCD,UW,LMB,56,2,UNK,NA,AA043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE44,HE44,-30.23,567.98,,6.48,176.32,,MCD2017,MCD,2017,F9,fish,1.3,HE44_2017,HE44,HE44,MCD,"HE, KMP, MC",PS,103,23,NA,NA,HE44,0.3,100 b inv,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB027-2018,SB027,-33.04,565.79,,8.71,176.46,,SB2018,SB,2018,A8,fish,1.3,SB027_2018,SB027_2018,SB027,SB,"HE, AD, LF",BC,210,146,M,Y,SB027,0.7,"50 zoop, 50 b. inv",0.35,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE101,HE101,-29.27,600.78,,6.24,176.5,,MCD2017,MCD,2017,A8,fish,1.33,HE101_2017,HE101,HE101,MCD,"HE, KMP, MC",CMM,66,2.5,NA,NA,HE101,0.1,100 zoop,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD024-2020,MCD024,-29.19,598.26,,6.32,176.53,,MCD2020,MCD,2020,E12,fish,1.3,MCD024_2020,MCD024_2020,MCD024,MCD,UWSP,BG,176,107,M,U,MCD024_2020,1,100% benthic invert,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB120-2020,SB120,-33.46,600.91,,8.64,176.58,,SB2020,SB,2020,D6,fish,1.3,SB120_2020,SB120_2020,SB120,SB,UW,YP,80,5,M,N,SB120_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD681-2018,MCD681,-29.72,572.93,,6.82,176.84,,MCD2018,MCD,2018,A6,fish,1.3,MCD681_2018,MCD681_2018,MCD681,MCD,UWSP,BG,207,175,M,Y,MCD681_2018,2.95,100% INVERTS,NA,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB049-2018,SB049,-29.86,580.55,,8.54,177.32,,SB2018,SB,2018,C2,fish,1.4,SB049_2018,SB049_2018,SB049,SB,MC,BG,164,77.6,F,N,MCD172,1.2,100 b inv,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL208,TL208,-29.17,588.75,,5.05,177.34,,MCD2017,MCD,2017,H5,fish,1.3,TL208_2017,TL208,TL208,MCD,"MC, KE",YP,52,1.5,NA,NA,TL208,0.01,100 zoop,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB367-2019,SB367,-39.25,593.95,,5.49,177.52,,SB2019,SB,2019,C9,fish,1.5,SB367_2019,SB367_2019,SB367,SB,UWSP,BG,151,80,F,Y,SB367_2019,0.89,100% INVERTS,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD019-2018,MCD019,-27.59,575.39,,8.21,177.75,,MCD2018,MCD,2018,F8,fish,1.3,MCD019_2018,MCD019_2018,MCD019,MCD,"CS, MC",YP,255,197.5,F,Y,MCD019_2018,0.5,100% UNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD230-2020,MCD230,-25.62,589.03,,6.56,177.81,,MCD2020,MCD,2020,E10,fish,1.5,MCD230_2020,MCD230_2020,MCD230,MCD,UWSP,BC,164,54,M,U,MCD230_2020,1,100% benthic invert,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD285-2019,MCD285,-30.83,659.28,,7.32,177.98,,MCD2019-1,MCD,2019,E2,fish,1.4,MCD285_2019,MCD285_2019,MCD285,MCD,AA ,YP,23,0.1,NA,NA,MCD285_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD293-2019,MCD293,-27.63,714.85,,4.93,178.4,,MCD2019-1,MCD,2019,H10,fish,1.5,MCD293_2019,MCD293_2019,MCD293,MCD,AA ,CMM,52,1.5,NA,NA,MCD293_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD227-2020,MCD227,-31.65,592.79,,6.54,178.48,,MCD2020,MCD,2020,G8,fish,1.2,MCD227_2020,MCD227_2020,MCD227,MCD,UW,PS,55,3,U,N,MCD227_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,M2,M2,-26.94,564.37,,9.31,178.65,,MCD2017,MCD,2017,B5,fish,1.338,M2_2017,M2,M2,MCD,NA,WAE,265,180.2,NA,NA,M2,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,n,SB18,SB18,-29.97,565.59,,10.86,178.7,,SB2017,SB,2017,D4,fish,1.2,SB18_2017,SB18,SB18,SB,NA,WAE,249,124.2,NA,NA,SB18,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,n,AA061,AA061,-26.5,584.98,,6.92,178.82,,MCD2020,MCD,2020,G5,fish,1.1,AA061_2020,AA061,AA061,MCD,UW,PS,160,100,,NA,AA061,3.3,crayfish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL274,TL274,-28.52,578.9,,9.35,178.89,,MCD2020,MCD,2020,D10,fish,1.6,TL274_2020,TL274,TL274,MCD,UW,WAE,299,NA,NA,NA,TL274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD869-2018,MCD869,-25.79,590.1,,7.69,178.95,,MCD2018,MCD,2018,E11,fish,1.3,MCD869_2018,MCD869_2018,MCD869,MCD,UWSP,RB,219,241,M,Y,MCD869_2018,6.95,100% CRAYFISH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL168,TL168,-28.16,607.14,,6.55,179.1,,MCD2017,MCD,2017,F10,fish,1.2,TL168_2017,TL168,TL168,MCD,"LF, KE",PS,77,8,NA,NA,TL168,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,y,SB319A-2019,SB319A,-35.09,627.17,,7.14,191.11,,SB2019,SB,2019,A1,fish,1.2,SB319A_2019,SB319A_2019,SB319A,SB,UWSP,BC,43,2,UNK,N,SB319_2019,NA,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,SB319B-2019,SB319B,-32.95,589.45,,6.64,179.11,,SB2019,SB,2019,A1,fish,1.2,SB319B_2019,SB319B_2019,SB319B,SB,UWSP,BC,43,2,UNK,N,SB319_2019,NA,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD218-2020,MCD218,-27.54,600.82,,7.27,179.14,,MCD2020,MCD,2020,F2,fish,1.4,MCD218_2020,MCD218_2020,MCD218,MCD,UW,BG,35,1,U,N,MCD218_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCDzb62420deep,MCDzb62420deep,-29.55,584.49,,8.51,179.36,,MCD2020,MCD,2020,A4,zoobenthos,1.9,MCDzb62420deep_2020,MCDzb62420deep,MCDzb62420deep,MCD,NA,chironomidae_pelagic,NA,NA,NA,NA,MCDzb62420deep,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,CS02,CS02,-25.14,574.58,,10.67,179.5,,MCD2018,MCD,2018,F4,fish,1.4,CS02_2018,CS02,CS02,MCD,"HE, CS, JM",WAE,215,NA,NA,NA,CS02,1,"70 odonata, 30 larval fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
FALSE,n,AA097,AA097,-25.41,581.85,,7.28,179.61,,MCD2020,MCD,2020,B2,fish,1.5,AA097_2020,AA097,AA097,MCD,UW,BLB,206,124.7,M,NA,AA097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD119-2020,MCD119,-28.92,603.57,,7.23,179.68,,MCD2020,MCD,2020,G12,fish,1.4,MCD119_2020,MCD119_2020,MCD119,MCD,UW,RB,113,29,F,Y,MCD119_2020,0,Empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA067,AA067,-31.17,586.16,,7.59,179.76,,MCD2020,MCD,2020,C9,fish,1.5,AA067_2020,AA067,AA067,MCD,UW,LMB,271,302,,NA,AA067,0.8,unk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB233-2018,SB233,-32.57,588.09,,9.65,179.82,,SB2018,SB,2018,C1,fish,1.2,SB233_2018,SB233_2018,SB233,SB,UWSP,BC,265,246,F,Y,SB233_2018,5.62,100% INVERTS,NA,5.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,HE069,HE069,-32.67,593.4,,7.96,179.87,,MCD2017,MCD,2017,B4,fish,1.366,HE069_2017,HE069,HE069,MCD,NA,YP,51,1.2,NA,NA,HE69,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,n,MCD222-2018,MCD222,-28.83,587.12,,7.8,179.91,,MCD2018,MCD,2018,F1,fish,1.3,MCD222_2018,MCD222_2018,MCD222,MCD,MC,SMB,237,189,F,Y,MCD222,2.5,100 fish,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD484-2019,MCD484,-26.46,587.39,,7.26,179.96,,MCD2019-1,MCD,2019,F10,fish,1.4,MCD484_2019,MCD484_2019,MCD484,MCD,UWSP,BG,144,57,M,Y,MCD484_2019,0.713,100% INVERTS,NA,0.713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD442-2020,MCD442,-28.31,596.25,,5.92,180.03,,MCD2020,MCD,2020,E11,fish,1.3,MCD442_2020,MCD442_2020,MCD442,MCD,UWSP,BC,100,12,M,N,MCD442_2020,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,SB063-2018,SB063,-37.16,601.35,,8.77,180.43,,SB2018,SB,2018,A6,fish,1.3,SB063_2018,SB063_2018,SB063,SB,UWSP,PS,220,234,M,Y,SB063_2018,8.006,100% FISH EGGS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.006
FALSE,n,TL209,TL209,-28.14,566.75,,7.6,180.45,,MCD2017,MCD,2017,D10,fish,1.2,TL209_2017,TL209,TL209,MCD,"MC, KE",BC,235,183.5,NA,NA,TL209,4,100 fish,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB298-2019,SB298,-34.62,587.64,,6.16,180.51,,SB2019,SB,2019,D5,fish,1.3,SB298_2019,SB298_2019,SB298,SB,UWSP,PS,75,9,UNK,N,SB298_2019,NA,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD279-2019,MCD279,-27.47,697.96,,4.68,180.78,,MCD2019-1,MCD,2019,C7,fish,1.5,MCD279_2019,MCD279_2019,MCD279,MCD,AA ,LMB,22,0.1,NA,NA,MCD279_2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,TL233,TL233,-30.19,571.63,,6.41,180.8,,MCD2017,MCD,2017,H6,fish,1.2,TL233_2017,TL233,TL233,MCD,"KE, LF, QS",YP,132,28,NA,NA,TL233,0.1,100 b inv,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,HE05,HE05,-29.73,576.6,,10,180.92,,SB2017,SB,2017,A3,fish,1.304,HE05_2017,HE05,HE05,SB,"HE, KMP, MC",YP,234,189,NA,NA,HE05,0.4,100 b inv,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,SB7,SB7,-29.69,580.27,,11.78,180.92,,SB2017,SB,2017,D6,fish,1.3,SB7_2017,SB7,SB7,SB,NA,WAE,251,136.5,NA,NA,SB7,1.8,"1.6 g LMB (2 total), 0.2 g unknown fish",,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,
FALSE,n,MCD235-2019,MCD235,-26.65,595.82,,7.2,181.06,,MCD2019-1,MCD,2019,D5,fish,1.3,MCD235_2019,MCD235_2019,MCD235,MCD,"AA, MC, LF",RB,157,75,M,Y,MCD235_2019,1.1,100% BI,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD344-2018,MCD344,-26.39,587.6,,8.09,181.29,,MCD2018,MCD,2018,B6,fish,1.5,MCD344_2018,MCD344_2018,MCD344,MCD,UWSP,SMB,242,217,M,Y,MCD344_2018,0,empty,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,AA039,AA039,-31.26,578.33,,6.32,181.33,,MCD2020,MCD,2020,B9,fish,1.4,AA039_2020,AA039,AA039,MCD,UW,CMM,77,4,UNK,NA,AA039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,y,TL266A,TL266A,-26.12,600.72,,7.35,181.49,,MCD2017,MCD,2017,G9,fish,1.3,TL266A_2017,TL266A,TL266A,MCD,"KE, LF, QS",SMB,145,45,NA,NA,TL266,0.1,100 b inv,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,y,TL266B,TL266B,-27.95,654.78,,7.94,194.19,,MCD2017,MCD,2017,G9,fish,1.3,TL266B_2017,TL266B,TL266B,MCD,"KE, LF, QS",SMB,145,45,NA,NA,TL266,0.1,100 b inv,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,HE014,HE014,-33.54,572.93,,8.57,181.66,,SB2017,SB,2017,A11,fish,1.432,HE014_2017,HE014,HE014,SB,NA,BC,111,143,NA,NA,HE014,0.5,"10 t. inv, 20 larval fish, 70 b. inv",,0.35,,0.05,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,n,TL220,TL220,-32.84,622.42,,7.99,181.66,,SB2017,SB,2017,D11,fish,1.2,TL220_2017,TL220,TL220,SB,"MC, KE, AD",YP,53,1.5,NA,NA,TL220,0,empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA
FALSE,n,MCD443-2020,MCD443,-30.7,589.64,,8.5,181.74,,MCD2020,MCD,2020,A7,fish,1.5,MCD443_2020,MCD443_2020,MCD443,MCD,UWSP,BC,167,57,F,Y,MCD443_2020,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,MCD355-2018,MCD355,-26.28,593.42,,7.59,181.81,,MCD2018,MCD,2018,E10,fish,1.2,MCD355_2018,MCD355_2018,MCD355,MCD,UWSP,RB,237,326,M,Y,MCD355_2018,0,EMPTY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,n,M3,M3,-26.98,578.61,,9.07,182.18,,MCD2017,MCD,2017,B7,fish,1.556,M3_2017,M3,M3,MCD,NA,WAE,250,140,NA,NA,M3,0,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
